val,name,address1,latitude,longitude,city,state,pincode,phone,storeUrl,open_time(AM),close_time(PM)
10882,Café Coffee Day - Dmrc Kashmere Gate,Dmrc Kashmere Gate 3 Toms (Scr Site),28.667704,77.227778,Delhi,Delhi,110006,9350319018,https://www.cafecoffeeday.com/store-locator/delhi/delhi/kashmere-gate/dmrc-kashmere-gate,09:00:00,11:00:00
10879,Café Coffee Day - Dlf Shalimar Bagh,"Ap Block, Dlf City Centre, Shaheed Udham Singh Marg Poorvi Shalimar Bagh",28.702953,77.157347,Delhi,Delhi,110052,9310523021,https://www.cafecoffeeday.com/store-locator/delhi/delhi/shaheed-udham-singh-marg/dlf-shalimar-bagh,09:00:00,11:00:00
10900,Café Coffee Day - East Of Kailash,"East Of Kailash, Ground Floor, North Side ",28.559479,77.246513,Delhi,Delhi,110065,7428753518,https://www.cafecoffeeday.com/store-locator/delhi/delhi/east-kailash/east-kailash,09:00:00,10:00:00
10919,Café Coffee Day - Escorts Okhla,"1St Floor, Escorts Heart Institute, New Friends Colony Okhla Road",28.560788,77.273414,Delhi,Delhi,110025,9311222063,https://www.cafecoffeeday.com/store-locator/delhi/delhi/new-friends-colony/escorts-okhla,00:00:00,00:00:00
10967,Café Coffee Day - Gk 2 M Block,"M 66, M Block, Greater Kailash Part 2 ",28.54975087,77.23615595,Delhi,Delhi,110048,9310375757,https://www.cafecoffeeday.com/store-locator/delhi/delhi/greater-kailash-2/gk-2-m-block-2,09:00:00,00:00:00
10965,Café Coffee Day - Gk2,"Greater Kailash Ii, Main Market ",28.533916,77.24488,Delhi,Delhi,110048,9312876799,https://www.cafecoffeeday.com/store-locator/delhi/delhi/greater-kailash-2/gk2,09:00:00,11:00:00
10832,Café Coffee Day - Cp Radial Road,"B Block, Radial Road, Connaught Place ",28.633825,77.217885,Delhi,Delhi,110001,011 65157045,https://www.cafecoffeeday.com/store-locator/delhi/delhi/connaught-place/cp-radial-road,09:00:00,11:00:00
10903,Café Coffee Day - E Block Cp,"E-11, Mezzanine Floor, E Block, Connaught Place ",28.63238569,77.22173346,Delhi,Delhi,110001,9213023594,https://www.cafecoffeeday.com/store-locator/delhi/delhi/e-block-cp/e-block-cp,09:00:00,11:00:00
10874,Café Coffee Day - Dlf Jasola,"Dlf Tower A, Plot No. 10 Jasola",28.53848175,77.28979476,Delhi,Delhi,110020,9312750823,https://www.cafecoffeeday.com/store-locator/delhi/delhi/jasola/dlf-jasola,08:00:00,10:00:00
10883,Café Coffee Day - Dmrc Malviyanagar,Malviyanagar 2 Tom'S (New),28.528583,77.203228,Delhi,Delhi,110017,,https://www.cafecoffeeday.com/store-locator/delhi/delhi/malviyanagar/dmrc-malviyanagar,09:00:00,11:00:00
10924,Café Coffee Day - Express Line,Airport Metro Express Line ,28.54870594,77.12112665,Delhi,Delhi,110006,9213022608,https://www.cafecoffeeday.com/store-locator/delhi/delhi/airport-metro-express-line/express-line,09:00:00,11:00:00
10867,Café Coffee Day - Dinar Bhavan-Delhi,"1St Floor, Plot No 44, Dinar Bhavan Nehru Place",28.55016,77.252284,Delhi,Delhi,110019,011 64720012,https://www.cafecoffeeday.com/store-locator/delhi/delhi/nehru-place/dinar-bhavan-delhi,08:00:00,11:00:00
10850,Café Coffee Day - Daryaganj,"3631, Hameed Manzil, Netaji Subhash Marg, Daryaganj Near?Golcha Cinema",28.647164,77.239924,Delhi,Delhi,110002,9312750438,https://www.cafecoffeeday.com/store-locator/delhi/delhi/daryaganj/daryaganj,09:00:00,10:00:00
10827,Café Coffee Day - Connaught Place,"L 12, Connaught Place, Delhi Outer Circle ",28.634462,77.22227,Delhi,Delhi,110001,011 64580767,https://www.cafecoffeeday.com/store-locator/delhi/delhi/connaught-place/connaught-place-3,09:00:00,11:00:00
10826,Café Coffee Day - Connaught Place,"M Block, Connaught Circus, Connaught ",28.632678,77.222933,Delhi,Delhi,110001,9310181017,https://www.cafecoffeeday.com/store-locator/delhi/delhi/connaught-place/connaught-place-2,09:00:00,11:00:00
10901,Café Coffee Day - East Patel Nagar,"11/15, East Patel Nagar ",28.645059,77.169957,Delhi,Delhi,110008,9312875764,https://www.cafecoffeeday.com/store-locator/delhi/delhi/east-patel-nagar/east-patel-nagar-1,10:00:00,11:00:00
10812,Café Coffee Day - City Square Mall,"Inside City Square, Najafgarh Road Raja Garden, Rajouri Garden",28.649925,77.123993,Delhi,Delhi,110027,9311136867,https://www.cafecoffeeday.com/store-locator/delhi/delhi/rajouri-garden/city-square-mall,10:00:00,11:00:00
10824,Café Coffee Day - Computer Mart,"12, Computer Mart, Regal Building Connaught Place",28.631048,77.217015,Delhi,Delhi,110001,7428653585,https://www.cafecoffeeday.com/store-locator/delhi/delhi/connaught-place/computer-mart,09:00:00,11:00:00
10652,Café Coffee Day - Ashirwad Chowk,"Shop No. 11, Sector 5 Road
 Ashirwad Chowk, Dwarka
",28.596558,77.5641,Delhi,Delhi,110075,1800 102 5093,https://www.cafecoffeeday.com/store-locator/delhi/delhi/dwarka/ashirwad-chowk-2,10:00:00,09:30:00
10665,Café Coffee Day - Awwa Complex,"Pallavi Awwa Complex Opposite Taj Palace Hotel
 Chanakyapuri
",28.595247,77.171954,New delhi,Delhi,110001,1800 102 5093,https://www.cafecoffeeday.com/store-locator/delhi/new-delhi/chanakya-puri/awwa-complex,08:00:00,00:00:00
10716,Café Coffee Day - B Block Cp,"B-28, Upper Ground Floor Inner Circle, B Block, Connaught Place
",28.6342685,77.2194239,Delhi,Delhi,110001,1800 102 5093,https://www.cafecoffeeday.com/store-locator/delhi/delhi/connaught-place/b-block-cp,09:00:00,11:00:00
10595,Café Coffee Day - Adhchini,"97/1, Sri Aurobindo Marg, Adhchini ",28.53868523,77.19872048,Delhi,Delhi,110017,9313792371,https://www.cafecoffeeday.com/store-locator/delhi/delhi/adhchini/adhchini,09:00:00,11:00:00
10602,Café Coffee Day - Alaknanda,"Nilgiri Apartments, Alaknanda Entrance Gate Alaknanda Don Bosco Road",28.52554,77.25148,Delhi,Delhi,110017,9310860243,https://www.cafecoffeeday.com/store-locator/delhi/delhi/alaknanda/alaknanda,09:00:00,11:00:00
10609,Café Coffee Day - Amar Colony,"E/129, Amar Colony, Block E Lajpat Nagar",28.56043962,77.24047472,Delhi,Delhi,110024,011 32933806,https://www.cafecoffeeday.com/store-locator/delhi/delhi/lajpat-nagar/amar-colony-2,09:00:00,11:00:00
10608,Café Coffee Day - Amar Colony,"Shop No 6, Main Market, Amar Colony Lajpat Nagar",28.560204,77.240346,Delhi,Delhi,110024,9350386473,https://www.cafecoffeeday.com/store-locator/delhi/delhi/lajpat-nagar/amar-colony-1,09:00:00,11:00:00
10658,Café Coffee Day - Ashok Vihar Ii,"Community Centre, Dda Market, Ashok Vihar Ii, Phase 2 Ashok Vihar",28.69415459,77.17282087,Delhi,Delhi,110052,9311756722,https://www.cafecoffeeday.com/store-locator/delhi/delhi/ashok-vihar/ashok-vihar-ii,08:00:00,11:00:00
10701,Café Coffee Day - Barakhamba Road ,"Dcm Building, Barakhamba Road, Connaught Place ",28.62971455,77.22564429,Delhi,Delhi,110001,9350389040,https://www.cafecoffeeday.com/store-locator/delhi/delhi/connaught-place/barakhamba-road,09:00:00,11:00:00
10700,Café Coffee Day - Barakhamba Road,"Delhi House, Barakhamba Road ",28.62560862,77.23296136,Delhi,Delhi,110001,9312007328,https://www.cafecoffeeday.com/store-locator/delhi/delhi/barakhamba-road/barakhamba-road,09:00:00,11:00:00
10778,Café Coffee Day - Central Market,"55 - 56, Central Market, Lajpat Nagar Ii, Lajpat Nagar ",28.56929,77.242481,Delhi,Delhi,110024,011 32310689,https://www.cafecoffeeday.com/store-locator/delhi/delhi/lajpat-nagar/central-market,09:00:00,11:00:00
10753,Café Coffee Day - Bpcl Chanakya Puri,"Bpcl, Chanakya Puri ",28.583407,77.191349,Delhi,Delhi,110021,7428072545,https://www.cafecoffeeday.com/store-locator/delhi/delhi/chanakya-puri/bpcl-chanakya-puri,08:00:00,11:00:00
10709,Café Coffee Day - Basant Lok,"14A , Main Market, Basant Lok, Vasant Vihar ",28.558793,77.163189,Delhi,Delhi,110057,7428367856,https://www.cafecoffeeday.com/store-locator/delhi/delhi/vasant-vihar/basant-lok,09:00:00,11:00:00
10591,Café Coffee Day - Connaught Place,"A 21, A Block, Radial Road, Connaught Place ",28.633195,77.218525,Delhi,Delhi,110001,9311810481,https://www.cafecoffeeday.com/store-locator/delhi/delhi/connaught-place/block-connaught-place,09:00:00,11:00:00
10651,Café Coffee Day - Ashirwad Chowk,"Ashirwad Chowk, Dwarka ",28.595649,77.048927,Delhi,Delhi,110075,011 32228030,https://www.cafecoffeeday.com/store-locator/delhi/delhi/dwarka/ashirwad-chowk-1,09:00:00,11:00:00
10657,Café Coffee Day - Ashok Nagar,"30 /3A Ds, Ashok Nagar Near Tilak Nagar Metro Station",28.63644749,77.09656834,Delhi,Delhi,110018,9312877331,https://www.cafecoffeeday.com/store-locator/delhi/delhi/ashok-nagar/ashok-nagar-2,10:00:00,11:00:00
